threshold,tp,fp,tn,fn,tpr,fpr,fnr,tnr,precision,recall,f1,Samples per test
0.16410291015922843,10303,62004,2647196,83767,0.10952482194110769,0.02288646094788129,0.8904751780588923,0.9771135390521187,0.142489662135063,0.10952482194110769,0.12385125347854573,1
0.16590623884229688,10502,63522,2645678,83568,0.1116402678856171,0.023446773955411192,0.8883597321143829,0.9765532260445888,0.14187290608451314,0.1116402678856171,0.12495389484455127,1
0.1677095675253653,10646,65057,2644143,83424,0.11317104284043797,0.02401336187804518,0.886828957159562,0.9759866381219549,0.14062850877772348,0.11317104284043797,0.1254145240998274,1
0.16951289620843377,10818,66573,2642627,83252,0.11499946848091847,0.024572936660268715,0.8850005315190815,0.9754270633397313,0.1397836957785789,0.11499946848091847,0.12618612979044797,1
0.17131622489150222,10969,68100,2641100,83101,0.11660465610715424,0.02513657168167725,0.8833953438928458,0.9748634283183227,0.13872693470260153,0.11660465610715424,0.12670744315261148,1
0.17311955357457065,11135,69691,2639509,82935,0.11836929945785053,0.025723829912889414,0.8816307005421494,0.9742761700871105,0.13776507559448692,0.11836929945785053,0.12733281493001555,1
0.1749228822576391,11306,71210,2637990,82764,0.12018709471670033,0.026284512033072492,0.8798129052832997,0.9737154879669275,0.13701585147122983,0.12018709471670033,0.12805092136409454,1
0.17672621094070753,11478,72838,2636362,82592,0.12201552035718083,0.026885427432452383,0.8779844796428192,0.9731145725675476,0.13613074624033397,0.12201552035718083,0.12868722881840503,1
0.178529539623776,11633,74444,2634756,82437,0.12366322950993941,0.027478222353462277,0.8763367704900606,0.9725217776465377,0.1351464386537635,0.12366322950993941,0.12915008298778222,1
0.18033286830684445,11799,76135,2633065,82271,0.1254278728606357,0.02810239184999262,0.8745721271393643,0.9718976081500074,0.13418018058998796,0.1254278728606357,0.12965649106613042,1
0.18213619698991287,11965,77838,2631362,82105,0.12719251621133199,0.02873099069836114,0.872807483788668,0.9712690093016388,0.133236083427057,0.12719251621133199,0.13014417559946267,1
0.18393952567298133,12121,79425,2629775,81949,0.12885085574572128,0.029316772478960577,0.8711491442542787,0.9706832275210394,0.13240338190636403,0.12885085574572128,0.13060296526161536,1
