threshold,tp,fp,tn,fn,tpr,fpr,fnr,tnr,precision,recall,f1,Training Data,Testing Data
1.2636621166961364,50557,11330062,1115498,1383,0.9733731228340393,0.9103698025641273,0.026626877165960725,0.08963019743587271,0.004442376991972054,0.9733731228340393,0.008844389082094393,UK (Full),UK
1.2822453831181382,50822,11505726,939834,1118,0.9784751636503658,0.9244843944346417,0.02152483634963419,0.07551560556535825,0.004397679999252372,0.9784751636503658,0.008756006811567536,UK (Full),UK
1.3008286495401402,51021,11661895,783665,919,0.9823065075086639,0.9370325642237071,0.017693492491336157,0.06296743577629291,0.00435596054816751,0.9823065075086639,0.008673459326658991,UK (Full),UK
1.3194119159621422,51191,11799194,646366,749,0.9855795148247979,0.9480645306438601,0.014420485175202157,0.05193546935613986,0.004319775264685494,0.9855795148247979,0.008601848798449043,UK (Full),UK
1.3379951823841443,51361,11918238,527322,579,0.9888525221409319,0.9576297089082372,0.011147477859068156,0.042370291091762845,0.004290954107986408,0.9888525221409319,0.008544829409944932,UK (Full),UK
1.3565784488061463,51514,12019633,425927,426,0.9917982287254524,0.9657767910805138,0.008201771274547555,0.034223208919486145,0.004267531494728712,0.9917982287254524,0.008498495473966328,UK (Full),UK
1.3751617152281483,51618,12105732,339828,322,0.9938005390835579,0.9726948405696489,0.0061994609164420485,0.027305159430351066,0.0042458265987242285,0.9938005390835579,0.00845552853605738,UK (Full),UK
1.3937449816501504,51693,12177222,268338,247,0.9952445128994994,0.9784390577844629,0.0047554871005005776,0.02156094221553711,0.004227112544326296,0.9952445128994994,0.008418469235244615,UK (Full),UK
1.4123282480721522,51760,12236023,209537,180,0.9965344628417405,0.983163714609869,0.0034655371582595304,0.0168362853901311,0.004212313970713838,0.9965344628417405,0.00838916724467802,UK (Full),UK
1.4309115144941542,51819,12284010,161550,121,0.9976703889102811,0.9870194671834774,0.0023296110897189064,0.01298053281652252,0.004200690525136171,0.9976703889102811,0.008366155358563757,UK (Full),UK
1.4494947809161562,51853,12322476,123084,87,0.9983249903735079,0.9901102079777848,0.0016750096264921063,0.009889792022215151,0.004190368625240205,0.9983249903735079,0.008345706985741254,UK (Full),UK
1.4680780473381583,51891,12352953,92607,49,0.9990566037735849,0.9925590331009613,0.0009433962264150943,0.0074409668990386936,0.004183123947387004,0.9990566037735849,0.008331363857637733,UK (Full),UK
1.4866613137601603,51909,12376945,68615,31,0.9994031574894109,0.9944867888628555,0.0005968425105891413,0.005513211137144492,0.004176491251727633,0.9994031574894109,0.008318220779863843,UK (Full),UK
1.5052445801821623,51914,12395316,50244,26,0.9994994224104736,0.9959628976116783,0.0005005775895263766,0.004037102388321619,0.004170727141701407,0.9994994224104736,0.008306791570960313,UK (Full),UK
1.5238278466041644,51920,12409081,36479,20,0.9996149403157489,0.9970689145365897,0.0003850596842510589,0.002931085463410244,0.004166599456977814,0.9996149403157489,0.008298608616471538,UK (Full),UK
1.5424111130261664,51929,12419627,25933,11,0.999788217173662,0.9979162850044514,0.0002117828263380824,0.002083714995548613,0.004163794798339518,0.999788217173662,0.008293051716549437,UK (Full),UK
1.5609943794481684,51935,12427252,18308,5,0.9999037350789373,0.9985289532974009,9.626492106276473e-05,0.0014710467025991598,0.004161729445996762,0.9999037350789373,0.008288959165444575,UK (Full),UK
1.5795776458701702,51936,12432882,12678,4,0.9999229880631498,0.9989813234599327,7.701193685021179e-05,0.001018676540067301,0.004159932487602142,0.9999229880631498,0.008285395634182296,UK (Full),UK
1.5981609122921723,51936,12436994,8566,4,0.9999229880631498,0.9993117224134551,7.701193685021179e-05,0.0006882775865449204,0.004158562823236258,0.9999229880631498,0.008282678952895613,UK (Full),UK
1.6167441787141743,51937,12439936,5624,3,0.9999422410473623,0.9995481119371085,5.775895263765884e-05,0.0004518880628915051,0.00415766314627118,0.9999422410473623,0.008280895131328889,UK (Full),UK
